2010 Ford Fusion Sport AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic Select Shift,17,Gasoline,24
2009 Audi Q7 3.0 TDI,Automatic transmission,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,6 Speed Automatic Select Shift,17,Diesel fuel,25
2011 Audi R8 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,6 Speed Manual,11,Gasoline,20
2011 Audi R8 Coupe 5.2,Manual transmission,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,6 Speed Manual,12,Gasoline,19
2012 Audi R8 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,6 Speed Manual,11,Gasoline,20
2012 Audi R8 Coupe 5.2,Manual transmission,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,6 Speed Manual,12,Gasoline,19
2010 Mercedes-Benz C300 Luxury 4MATIC,Automatic transmission,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,7 Speed Automatic Select Shift,18,Gasoline,25
2011 Mercedes-Benz C300 Luxury 4MATIC,Automatic transmission,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,7 Speed Automatic Select Shift,18,Gasoline,25
2010 Audi R8 Coupe 5.2,Manual transmission,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,6 Speed Manual,12,Gasoline,20
2010 Audi R8 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,6 Speed Manual,12,Gasoline,19
2011 Audi R8 Spyder 4.2,Manual transmission,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,6 Speed Manual,11,Gasoline,20
2011 Audi R8 Spyder 5.2,Manual transmission,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,6 Speed Manual,12,Gasoline,19
2012 Kia Sorento LX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,27
2012 Kia Sorento LX V6 AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2012 Kia Sorento EX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Kia Sorento EX V6 AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2012 Kia Sorento SX AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2012 Audi S4 Sedan 3.0,Manual transmission,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,6 Speed Manual,18,Gasoline,27
2011 Audi S4 Sedan 3.0,Manual transmission,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,6 Speed Manual,18,Gasoline,27
2011 Kia Sorento LX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,27
2011 Kia Sorento LX V6 AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2011 Kia Sorento EX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,27
2011 Kia Sorento EX V6 AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2011 Kia Sorento SX AWD,Automatic transmission,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2012 Kia Sportage LX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Kia Sportage EX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Kia Sportage SX AWD,Automatic transmission,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,6 Speed Automatic Select Shift,21,Gasoline,26
2011 Kia Sportage LX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Kia Sportage EX AWD,Automatic transmission,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Kia Sportage SX AWD,Automatic transmission,Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo,6 Speed Automatic Select Shift,21,Gasoline,25
2010 Audi S4 Sedan 3.0,Manual transmission,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,6 Speed Manual,18,Gasoline,27
2011 Hyundai Santa Fe SE AWD,Automatic transmission,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,26
2011 Hyundai Santa Fe Limited 3.5 AWD,Automatic transmission,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,26
2011 Hyundai Santa Fe GLS AT AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,25
2011 Hyundai Santa Fe GLS 3.5 AWD,Automatic transmission,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,26
2010 Hyundai Santa Fe Limited 3.5 AWD,Automatic transmission,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,26
2010 Hyundai Santa Fe GLS AT AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,27
2010 Hyundai Santa Fe SE AWD,Automatic transmission,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,20,Gasoline,26
2012 Ford Taurus SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic Select Shift,17,Gasoline,26
2012 Ford Taurus Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic Select Shift,17,Gasoline,26
2011 Ford Taurus SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic,17,Gasoline,25
2011 Ford Taurus Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic,17,Gasoline,25
2010 Ford Taurus SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic,17,Gasoline,25
2010 Ford Taurus Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,6 Speed Automatic,17,Gasoline,25
2011 Ford Edge SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,6 Speed Automatic,18,Gasoline,26
2011 Ford Edge Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,6 Speed Automatic,18,Gasoline,26
2011 Ford Edge Sport AWD,Automatic transmission,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,6 Speed Automatic,17,Gasoline,23
2012 Audi S5 Coupe 4.2 AT,Automatic transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,24
2012 Audi S5 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Manual,14,Gasoline,22
2012 Ford Edge SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,25
2012 Ford Edge Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,25
2012 Ford Edge Sport AWD,Automatic transmission,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,6 Speed Automatic Select Shift,17,Gasoline,23
2010 Ford Edge SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,6 Speed Automatic,17,Gasoline,23
2010 Ford Edge Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,6 Speed Automatic,17,Gasoline,23
2010 Ford Edge Sport AWD,Automatic transmission,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,6 Speed Automatic,17,Gasoline,23
2011 Audi S5 Coupe 4.2 AT,Automatic transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,24
2011 Audi S5 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Manual,14,Gasoline,22
2010 Audi S5 Coupe 4.2 AT,Automatic transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,24
2010 Audi S5 Coupe 4.2,Manual transmission,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,6 Speed Manual,14,Gasoline,22
2011 Audi S6,Automatic transmission,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,6 Speed Automatic Select Shift,14,Gasoline,21
2010 Audi S6,Automatic transmission,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,6 Speed Automatic Select Shift,14,Gasoline,19
2011 Hyundai Veracruz GLS AWD,Automatic transmission,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,21
2011 Hyundai Veracruz Limited AWD,Automatic transmission,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,21
2010 Hyundai Veracruz GLS AWD,Automatic transmission,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,22
2010 Hyundai Veracruz Limited AWD,Automatic transmission,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,22
2012 Hyundai Tucson Limited AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Hyundai Tucson Limited PZEV AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Hyundai Tucson GLS AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Hyundai Tucson GLS PZEV AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Mazda CX-7 s Touring AWD,Automatic transmission,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,17,Gasoline,21
2011 Mazda CX-7 s Grand Touring AWD,Automatic transmission,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,17,Gasoline,21
2012 Ford Flex SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,16,Gasoline,23
2012 Ford Flex Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,16,Gasoline,23
2012 Ford Flex Limited AWD Turbo,Automatic transmission,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic Select Shift,16,Gasoline,22
2010 Mazda CX-7 s Touring AWD,Automatic transmission,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,17,Gasoline,23
2010 Mazda CX-7 s Grand Touring AWD,Automatic transmission,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,17,Gasoline,23
2011 Hyundai Tucson Limited AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Hyundai Tucson Limited PZEV AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Hyundai Tucson GLS AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2011 Hyundai Tucson GLS PZEV AWD,Automatic transmission,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,21,Gasoline,28
2012 Audi R8 Spyder 4.2,Manual transmission,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,6 Speed Manual,11,Gasoline,20
2012 Audi R8 Spyder 5.2,Manual transmission,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,6 Speed Manual,12,Gasoline,19
2010 Ford Flex SEL AWD,Automatic transmission,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,16,Gasoline,22
2010 Ford Flex SEL AWD Turbo,Automatic transmission,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic,16,Gasoline,22
2010 Ford Flex Limited AWD,Automatic transmission,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,16,Gasoline,22
2010 Ford Flex Limited AWD Turbo,Automatic transmission,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic,16,Gasoline,22
2011 Mazda CX-9 Sport AWD,Automatic transmission,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,22
2011 Mazda CX-9 Touring AWD,Automatic transmission,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,22
2011 Mazda CX-9 Grand Touring AWD,Automatic transmission,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,6 Speed Automatic Select Shift,16,Gasoline,22
2010 Mercedes-Benz CL550 4Matic,Automatic transmission,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,7 Speed Automatic Select Shift,14,Gasoline,21
2011 Mercedes-Benz CL550 4Matic,Automatic transmission,Mercedes-Benz 4.6L 8 Cylinder 429hp 516ft-lbs Turbo,7 Speed Automatic Select Shift,15,Gasoline,23
2011 Mitsubishi Endeavor SE AWD,Automatic transmission,Hyundai 3.8L 6 Cylinder 225 hp 255 ft-lbs,4 Speed Automatic Select Shift,15,Gasoline,19
2011 Mercedes-Benz G55 4Matic AMG,Automatic transmission,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,5 Speed Automatic Select Shift,11,Gasoline,13
2010 Cadillac CTS Sport Sedan AWD,Automatic transmission,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,6 Speed Automatic,18,Gasoline,27
2010 Cadillac CTS Sport Sedan Luxury AWD,Automatic transmission,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2010 Cadillac CTS Sport Sedan Performance AWD,Automatic transmission,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,Automatic transmission,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2010 Cadillac CTS Sport Sedan Premium AWD,Automatic transmission,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2011 Mitsubishi Lancer Evolution GSR,Manual transmission,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,5 Speed Manual,17,Gasoline,23
2010 Mitsubishi Lancer Evolution GSR,Manual transmission,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,5 Speed Manual,16,Gasoline,22
2010 Mitsubishi Outlander GT,Automatic transmission,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2010 Mitsubishi Outlander XLS AWD,Automatic transmission,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,24
2011 Cadillac CTS Coupe AWD,Automatic transmission,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2011 Cadillac CTS Coupe Performance AWD,Automatic transmission,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2011 Cadillac CTS Coupe Premium AWD,Automatic transmission,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6 Speed Automatic Select Shift,18,Gasoline,27
2011 Infiniti EX35 AWD,Automatic transmission,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,17,Gasoline,24
2011 Infiniti EX35 Journey AWD,Automatic transmission,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic,17,Gasoline,24
2010 BMW 335i xDrive Sedan AT,Automatic transmission,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Automatic Select Shift,17,Gasoline,25
2010 BMW 328i xDrive Sedan AT,Automatic transmission,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,17,Gasoline,25
2010 BMW 335i xDrive Sedan,Manual transmission,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,16,Gasoline,25
2010 BMW 328i xDrive Sedan,Manual transmission,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,17,Gasoline,25
2010 Mercedes-Benz GL350 BlueTEC 4Matic,Automatic transmission,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7 Speed Automatic Select Shift,17,Diesel fuel,23
